"CountryCode","SeriesCode","Year","DESCRIPTION",
"DZA","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR1996","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR1997","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR1998","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR1999","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2000","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2001","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2002","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2003","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2004","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2005","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"DZA","BM.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"DZA","BN.CAB.XOKA.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"DZA","BX.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"ERI","BX.KLT.DINV.CD.DT","YR2001","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2002","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2003","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2004","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2005","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ERI","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1993","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1994","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1995","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1996","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1997","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1998","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR1999","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR2000","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR2001","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR2002","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR2003","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR2004","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ETH","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"ETH","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"FJI","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"FJI","BX.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"FJI","BN.CAB.XOKA.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"GAB","BN.CAB.XOKA.CD","YR2007","Gap-filled with countries' balance of payments statistics.",
"GAB","BN.CAB.XOKA.CD","YR2009","Gap-filled with countries' balance of payments statistics.",
"GAB","BN.CAB.XOKA.CD","YR2006","Gap-filled with countries' balance of payments statistics.",
"GAB","BN.CAB.XOKA.CD","YR2008","Gap-filled with countries' balance of payments statistics.",
"GAB","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GAB","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GAB","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GAB","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GAB","DT.DOD.DECT.CD","YR2007","Data include the effects of Paris Club debt buyback agreement.",
"GHA","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"GHA","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"GHA","DT.DOD.DECT.CD","YR2005","Data include the effects of a Paris Club debt restructuring agreement.",
"GHA","BN.CAB.XOKA.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"GHA","BX.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"GIN","DT.DFR.DPPG.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"GIN","DT.DFR.DPPG.CD","YR2008","Data include the effects of Enhanced HIPC Initiative.  ",
"GIN","DT.DOD.DECT.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"GIN","DT.DOD.DECT.CD","YR2008","Data include the effects of Enhanced HIPC Initiative and Paris Club debt restructuring agreement.",
"GIN","BX.KLT.DINV.CD.DT","YR2004","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GIN","BX.KLT.DINV.CD.DT","YR2005","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GIN","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GIN","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GMB","DT.DFR.DPPG.CD","YR2008","Data include the effects of MDRI and HIPC debt relief. ",
"GMB","DT.DOD.DECT.CD","YR2008","Data include the effects of MDRI and HIPC debt relief. ",
"GMB","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"GMB","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GMB","BX.KLT.DINV.CD.DT","YR1982","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GMB","BX.KLT.DINV.CD.DT","YR1983","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GMB","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GMB","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GMB","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GMB","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1987","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1988","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1989","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1991","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1993","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1994","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1995","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1996","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1997","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1998","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR1999","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR2000","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GNB","DT.DFR.DPPG.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"GNB","DT.DFR.DPPG.CD","YR2008","Data include the effects of Enhanced HIPC Initiative.  ",
"GNB","DT.DFR.DPPG.CD","YR2009","Data include the effects of Enhanced HIPC Initiative.  ",
"GNB","DT.DOD.DECT.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"GNB","DT.DOD.DECT.CD","YR2008","Data include the effects of Enhanced HIPC Initiative.  ",
"GNB","DT.DOD.DECT.CD","YR2009","Data include the effects of Enhanced HIPC Initiative.  ",
"GNB","BX.GSR.TOTL.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"GNB","BN.CAB.XOKA.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"GNB","BN.CAB.XOKA.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"GNB","BX.GSR.TOTL.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"GNB","DT.DOD.DECT.CD","YR2010","Data include the effects of Enhanced HIPC Initiative.  ",
"GRD","DT.DOD.DECT.CD","YR2006","Data include the effects of Paris Club debt restructuring agreement.",
"GUY","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","BX.KLT.DINV.CD.DT","YR1987","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","BX.KLT.DINV.CD.DT","YR1988","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","BX.KLT.DINV.CD.DT","YR1989","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","BX.KLT.DINV.CD.DT","YR1991","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"GUY","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"GUY","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"HND","DT.DFR.DPPG.CD","YR2007","Data include the effects of MDRI.  ",
"HND","DT.DOD.DECT.CD","YR2007","Data include the effects of MDRI.  ",
"HND","DT.DOD.DECT.CD","YR2005","Data include the effects of a Paris Club debt restructuring agreement.",
"HND","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"HTI","DT.DOD.DECT.CD","YR2009","Data include the effects of MDRI and HIPC debt relief, and Paris Club debt restructuring agreement.",
"HTI","DT.DFR.DPPG.CD","YR2009","Data include the effects of MDRI and HIPC debt relief. ",
"HTI","DT.DFR.DPPG.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"HTI","DT.DFR.DPPG.CD","YR2008","Data include the effects of Enhanced HIPC Initiative.  ",
"HTI","DT.DOD.DECT.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"HTI","DT.DOD.DECT.CD","YR2008","Data include the effects of Enhanced HIPC Initiative.  ",
"HTI","DT.DOD.DECT.CD","YR2006","Data include the effects of Paris Club debt restructuring agreement.",
"HTI","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"HTI","BX.KLT.DINV.CD.DT","YR1994","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"HTI","DT.DOD.DECT.CD","YR2010","Data include the effects of MDRI.  ",
"IDN","BX.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"IDN","BX.PEF.TOTL.CD.DT","YR2013","Gap-filled with countries' balance of payments statistics.",
"IDN","BX.TRF.PWKR.CD.DT","YR2013","Gap-filled with countries' balance of payments statistics.",
"IDN","BN.CAB.XOKA.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"IDN","DT.DOD.DECT.CD","YR2005","Data include the effects of a Tsunami-related Paris Club debt restructuring agreement.",
"IND","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"IND","BX.PEF.TOTL.CD.DT","YR2009","Country data.",
"IND","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1981","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1982","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1983","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1987","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1988","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1989","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IND","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1981","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1982","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1983","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1987","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1988","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1989","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1991","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR1993","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2001","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2002","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2003","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2004","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2005","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KAZ","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KAZ","BX.KLT.DINV.CD.DT","YR1993","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KAZ","BX.KLT.DINV.CD.DT","YR1994","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KEN","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KEN","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KEN","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KEN","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KEN","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KEN","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"KEN","BX.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"KEN","BN.CAB.XOKA.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"KHM","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"KHM","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"KSV","BX.KLT.DINV.CD.DT","YR2008","Country data.",
"KSV","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"LAO","BX.KLT.DINV.CD.DT","YR2008","Country data.",
"LAO","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"LAO","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LAO","BX.KLT.DINV.CD.DT","YR1997","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LAO","BX.KLT.DINV.CD.DT","YR1998","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LAO","BX.KLT.DINV.CD.DT","YR1999","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1981","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1988","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1989","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1991","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1993","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1994","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1995","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1996","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1997","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1998","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR1999","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR2000","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR2001","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR2002","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR2003","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LBR","DT.DOD.DECT.CD","YR2008","Data include the effects of Paris Club rescheduling agreement.",
"LBR","BN.CAB.XOKA.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"LBR","DT.DOD.DECT.CD","YR2010","Data include the effects of MDRI.  ",
"LKA","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LKA","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LKA","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LKA","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
